customer_id,pincode,delivered_item_count,delivered_item_amount,return_item_amount,return_item_count,ts
26DB914BF5B5E31,342003,0,0,0,0,1640975400000
26DB914BF5B5E31,342003,1,770500,0,0,1633026600000
26DB914BF5B5E31,342003,1,108100,0,0,1646073000000
26DB914BF5B5E31,342008,0,0,0,0,1569868200000
26DB914BF5B5E31,342003,1,690000,0,0,1630434600000
26DB914BF5B5E31,342008,4,8390400,0,0,1575138600000
26DB914BF5B5E31,342008,1,584200,0,0,1567276200000
26DB914BF5B5E31,342008,1,179400,0,0,1567276200000
26DB914BF5B5E31,342008,2,409400,0,0,1567276200000
26DB914BF5B5E31,342008,2,738300,0,0,1633026600000
26DB914BF5B5E31,342003,0,0,0,0,1617215400000
26DB914BF5B5E31,342008,1,1274200,0,0,1567276200000
26DB914BF5B5E31,342008,0,0,0,0,1633026600000
26DB914BF5B5E31,342008,0,0,0,0,1654021800000
26DB914BF5B5E31,342008,3,14674000,0,0,1651343400000
26DB914BF5B5E31,342003,3,1258100,0,0,1648751400000
26DB914BF5B5E31,342008,0,0,0,0,1583001000000
26DB914BF5B5E31,342003,1,457700,0,0,1633026600000
26DB914BF5B5E31,342008,0,0,0,0,1648751400000
26DB914BF5B5E31,342003,5,2783000,0,0,1633026600000
26DB914BF5B5E31,342008,9,2766900,0,0,1630434600000
26DB914BF5B5E31,342008,2,441600,0,0,1598898600000
26DB914BF5B5E31,342003,2,692300,0,0,1651343400000
26DB914BF5B5E31,342008,0,0,0,0,1651343400000
26DB914BF5B5E31,342003,2,2313800,0,0,1635705000000
26DB914BF5B5E31,342003,1,572700,0,0,1625077800000
26DB914BF5B5E31,342003,1,135700,0,0,1646073000000
26DB914BF5B5E31,342003,0,0,0,0,1643653800000
26DB914BF5B5E31,342003,1,7426700,0,0,1622485800000
26DB914BF5B5E31,342008,2,271400,0,0,1575138600000
26DB914BF5B5E31,342008,1,27022700,0,0,1651343400000
26DB914BF5B5E31,342003,1,1193700,0,0,1601490600000
26DB914BF5B5E31,,1,232300,0,0,1638297000000
26DB914BF5B5E31,342008,3,372600,0,0,1609439400000
26DB914BF5B5E31,342008,1,1407600,0,0,1596220200000
26DB914BF5B5E31,342008,0,0,0,0,1569868200000
26DB914BF5B5E31,342008,6,2697900,0,0,1577817000000
26DB914BF5B5E31,342003,1,2005600,0,0,1633026600000
26DB914BF5B5E31,342003,0,0,0,0,1633026600000
26DB914BF5B5E31,342003,35,6403200,0,0,1651343400000
26DB914BF5B5E31,342003,6,1727300,0,0,1633026600000
26DB914BF5B5E31,342008,2,1228200,0,0,1569868200000
26DB914BF5B5E31,342008,1,423200,0,0,1651343400000
26DB914BF5B5E31,342003,5,1191400,0,0,1601490600000
26DB914BF5B5E31,342003,1,1193700,0,0,1601490600000
26DB914BF5B5E31,342003,3,648600,0,0,1601490600000
26DB914BF5B5E31,342003,1,2274700,0,0,1627756200000
26DB914BF5B5E31,342003,6,1874500,0,0,1635705000000
26DB914BF5B5E31,342003,1,1922800,0,0,1643653800000
26DB914BF5B5E31,342003,2,1380000,0,0,1630434600000
26DB914BF5B5E31,342008,3,2925600,0,0,1598898600000
26DB914BF5B5E31,342008,2,3171700,0,0,1598898600000
26DB914BF5B5E31,342008,2,708400,0,0,1575138600000
26DB914BF5B5E31,342008,0,0,0,0,1590949800000
26DB914BF5B5E31,342008,1,1032700,0,0,1569868200000
26DB914BF5B5E31,342008,1,112700,0,0,1569868200000
26DB914BF5B5E31,342008,0,0,0,0,1609439400000
26DB914BF5B5E31,342003,1,17378800,0,0,1601490600000
26DB914BF5B5E31,342003,1,3275200,0,0,1640975400000
26DB914BF5B5E31,342003,1,621000,0,0,1630434600000
26DB914BF5B5E31,342008,10,1872200,0,0,1633026600000
26DB914BF5B5E31,342008,1,204700,0,0,1569868200000
26DB914BF5B5E31,342008,3,1382300,0,0,1598898600000
26DB914BF5B5E31,342008,0,0,0,0,1577817000000
26DB914BF5B5E31,342008,1,1743400,0,0,1633026600000
26DB914BF5B5E31,342003,1,687700,0,0,1640975400000
26DB914BF5B5E31,342003,2,294400,0,0,1601490600000
26DB914BF5B5E31,342008,0,0,0,0,1648751400000
26DB914BF5B5E31,342008,3,680800,0,0,1606761000000
26DB914BF5B5E31,342003,3,1207500,0,0,1614537000000
26DB914BF5B5E31,342008,3,1382300,0,0,1633026600000
26DB914BF5B5E31,342003,0,0,3820300,1,1640975400000
26DB914BF5B5E31,342003,7,2902600,0,0,1619807400000
26DB914BF5B5E31,342008,5,4450500,0,0,1612117800000
26DB914BF5B5E31,342003,1,496800,0,0,1633026600000
26DB914BF5B5E31,342003,1,280600,0,0,1643653800000
26DB914BF5B5E31,342008,2,1232800,0,0,1575138600000
26DB914BF5B5E31,342008,3,611800,0,0,1575138600000
26DB914BF5B5E31,342003,1,227700,0,0,1654021800000
26DB914BF5B5E31,342008,0,0,0,0,1569868200000
26DB914BF5B5E31,342008,0,0,0,0,1569868200000
26DB914BF5B5E31,342008,1,227700,0,0,1569868200000
26DB914BF5B5E31,342008,1,473800,0,0,1569868200000
26DB914BF5B5E31,342008,21,6131800,0,0,1633026600000
26DB914BF5B5E31,342008,3,611800,0,0,1609439400000
26DB914BF5B5E31,342003,1,825700,0,0,1601490600000
26DB914BF5B5E31,342003,7,2930200,0,0,1619807400000
26DB914BF5B5E31,342003,1,903900,0,0,1604169000000
26DB914BF5B5E31,342008,3,2596700,0,0,1622485800000
26DB914BF5B5E31,342003,1,595700,0,0,1619807400000
26DB914BF5B5E31,342008,1,232300,0,0,1569868200000
26DB914BF5B5E31,342008,1,108100,0,0,1606761000000
26DB914BF5B5E31,342008,1,372600,0,0,1651343400000
26DB914BF5B5E31,342003,1,112700,0,0,1640975400000
26DB914BF5B5E31,342003,1,1467400,0,0,1604169000000
26DB914BF5B5E31,342003,1,112700,0,0,1619807400000
26DB914BF5B5E31,342008,1,250700,0,0,1567276200000
26DB914BF5B5E31,342003,1,135700,0,0,1646073000000
26DB914BF5B5E31,342008,5,2180400,0,0,1598898600000
26DB914BF5B5E31,342008,1,2300,0,0,1575138600000
26DB914BF5B5E31,342008,3,867100,0,0,1590949800000
26DB914BF5B5E31,342003,1,1412200,0,0,1601490600000
26DB914BF5B5E31,342008,1,660100,0,0,1569868200000
26DB914BF5B5E31,342003,6,3951400,0,0,1601490600000
26DB914BF5B5E31,342003,1,825700,0,0,1601490600000
26DB914BF5B5E31,342008,1,1377700,0,0,1648751400000
26DB914BF5B5E31,342003,1,724500,0,0,1640975400000
26DB914BF5B5E31,342003,4,5572900,0,0,1619807400000
26DB914BF5B5E31,342008,4,2205700,0,0,1622485800000
26DB914BF5B5E31,342008,0,0,0,0,1598898600000
26DB914BF5B5E31,342008,1,3353400,0,0,1633026600000
26DB914BF5B5E31,342008,4,2024000,0,0,1590949800000
26DB914BF5B5E31,342008,1,250700,0,0,1575138600000
26DB914BF5B5E31,342003,4,1840000,0,0,1619807400000
26DB914BF5B5E31,342003,1,246100,0,0,1614537000000
26DB914BF5B5E31,342008,0,0,0,0,1596220200000
26DB914BF5B5E31,342008,1,23800400,0,0,1633026600000
26DB914BF5B5E31,342008,1,29101900,0,0,1654021800000
26DB914BF5B5E31,342008,0,0,0,0,1622485800000
26DB914BF5B5E31,342003,1,542800,0,0,1619807400000
26DB914BF5B5E31,342008,4,1274200,0,0,1575138600000
26DB914BF5B5E31,342008,1,529000,0,0,1622485800000
26DB914BF5B5E31,342003,6,676200,0,0,1630434600000
26DB914BF5B5E31,342008,1,614100,0,0,1606761000000
26DB914BF5B5E31,342008,4,821100,0,0,1583001000000
26DB914BF5B5E31,342008,0,0,0,0,1583001000000
26DB914BF5B5E31,342003,7,3645500,0,0,1646073000000
26DB914BF5B5E31,342008,1,823400,0,0,1606761000000
26DB914BF5B5E31,342008,1,1265000,0,0,1606761000000
26DB914BF5B5E31,342008,4,6021400,0,0,1625077800000
26DB914BF5B5E31,342003,2,782000,0,0,1619807400000
26DB914BF5B5E31,342008,1,266800,0,0,1609439400000
26DB914BF5B5E31,342003,1,3406300,0,0,1640975400000
26DB914BF5B5E31,342003,0,0,0,0,1614537000000
26DB914BF5B5E31,342003,1,1605400,0,0,1617215400000
26DB914BF5B5E31,342008,4,2295400,0,0,1598898600000
26DB914BF5B5E31,342008,12,2550700,0,0,1598898600000
26DB914BF5B5E31,342008,3,1143100,0,0,1598898600000
26DB914BF5B5E31,342003,5,1308700,0,0,1640975400000
26DB914BF5B5E31,342003,1,266800,0,0,1635705000000
26DB914BF5B5E31,342008,1,779700,0,0,1596220200000
26DB914BF5B5E31,342008,0,0,0,0,1596220200000
26DB914BF5B5E31,342003,1,825700,0,0,1601490600000
26DB914BF5B5E31,342003,1,1032700,0,0,1601490600000
26DB914BF5B5E31,342003,4,1097100,0,0,1604169000000
26DB914BF5B5E31,342008,1,1032700,0,0,1569868200000
26DB914BF5B5E31,342008,3,2702500,0,0,1606761000000
26DB914BF5B5E31,342008,0,0,0,0,1588271400000
26DB914BF5B5E31,342008,3,1745700,0,0,1567276200000
26DB914BF5B5E31,342003,1,851000,0,0,1619807400000
26DB914BF5B5E31,342008,2,2845100,0,0,1590949800000
26DB914BF5B5E31,342008,1,7325500,0,0,1648751400000
26DB914BF5B5E31,342003,5,2325300,0,0,1622485800000
26DB914BF5B5E31,342008,1,673900,0,0,1596220200000
26DB914BF5B5E31,342008,4,1651400,0,0,1598898600000
26DB914BF5B5E31,342003,1,1193700,0,0,1601490600000
26DB914BF5B5E31,342003,4,2134400,0,0,1601490600000
26DB914BF5B5E31,342008,0,0,0,0,1575138600000
26DB914BF5B5E31,342008,1,255300,0,0,1575138600000
26DB914BF5B5E31,342008,2,1009700,0,0,1580495400000
26DB914BF5B5E31,342003,1,170200,0,0,1619807400000
26DB914BF5B5E31,342003,1,1216700,0,0,1614537000000
26DB914BF5B5E31,342008,0,0,0,0,1619807400000
26DB914BF5B5E31,342008,1,522100,0,0,1619807400000
26DB914BF5B5E31,342008,1,4082500,0,0,1572546600000
26DB914BF5B5E31,342008,0,0,508300,1,1648751400000
26DB914BF5B5E31,342008,1,12518900,0,0,1583001000000
26DB914BF5B5E31,342008,1,154100,0,0,1567276200000
26DB914BF5B5E31,342008,3,1633000,0,0,1606761000000
26DB914BF5B5E31,342008,1,135700,0,0,1569868200000
26DB914BF5B5E31,342008,0,0,0,0,1583001000000
26DB914BF5B5E31,342008,10,1980300,0,0,1625077800000
26DB914BF5B5E31,342008,1,982100,0,0,1609439400000
26DB914BF5B5E31,342003,1,508300,0,0,1654021800000
26DB914BF5B5E31,342008,1,225400,0,0,1651343400000
26DB914BF5B5E31,342003,5,1347800,0,0,1601490600000
26DB914BF5B5E31,342008,1,876300,0,0,1569868200000
26DB914BF5B5E31,342008,2,15826300,0,0,1569868200000
26DB914BF5B5E31,342008,1,181700,0,0,1569868200000
26DB914BF5B5E31,342003,1,5517700,0,0,1651343400000
26DB914BF5B5E31,342003,2,1283400,0,0,1625077800000
26DB914BF5B5E31,342003,5,4528700,0,0,1638297000000
26DB914BF5B5E31,342003,0,0,0,0,1638297000000
26DB914BF5B5E31,342003,0,0,0,0,1625077800000
26DB914BF5B5E31,342008,1,147200,0,0,1609439400000
26DB914BF5B5E31,342008,1,473800,0,0,1567276200000
26DB914BF5B5E31,342003,3,669300,0,0,1627756200000
26DB914BF5B5E31,342003,12,2580600,0,0,1654021800000
26DB914BF5B5E31,342003,1,1964200,0,0,1604169000000
26DB914BF5B5E31,342003,1,1239700,0,0,1601490600000
26DB914BF5B5E31,342003,0,0,0,0,1646073000000
26DB914BF5B5E31,342003,2,1915900,0,0,1638297000000
26DB914BF5B5E31,342003,1,706100,0,0,1640975400000
26DB914BF5B5E31,342003,1,259900,0,0,1630434600000
26DB914BF5B5E31,342008,1,112700,0,0,1569868200000
26DB914BF5B5E31,342008,2,266800,0,0,1567276200000
26DB914BF5B5E31,342008,8,1904400,0,0,1625077800000
26DB914BF5B5E31,342008,4,1062600,0,0,1577817000000
26DB914BF5B5E31,342003,1,21456700,0,0,1604169000000
26DB914BF5B5E31,342008,4,1329400,0,0,1569868200000
26DB914BF5B5E31,342008,2,269100,0,0,1575138600000
26DB914BF5B5E31,342008,1,455400,0,0,1575138600000
26DB914BF5B5E31,342008,0,0,0,0,1583001000000
26DB914BF5B5E31,342003,1,365700,0,0,1633026600000
26DB914BF5B5E31,342003,1,370300,0,0,1640975400000
26DB914BF5B5E31,342003,1,738300,0,0,1635705000000
26DB914BF5B5E31,342003,0,0,0,0,1604169000000
26DB914BF5B5E31,342008,1,32752000,0,0,1590949800000
26DB914BF5B5E31,342008,3,754400,0,0,1575138600000
26DB914BF5B5E31,342008,0,0,0,0,1575138600000
26DB914BF5B5E31,342003,1,1216700,0,0,1635705000000
26DB914BF5B5E31,342008,2,517500,0,0,1575138600000
26DB914BF5B5E31,342003,0,0,0,0,1625077800000
26DB914BF5B5E31,342003,5,2237900,0,0,1619807400000
26DB914BF5B5E31,342008,1,333500,0,0,1569868200000
26DB914BF5B5E31,342008,3,662400,0,0,1575138600000
26DB914BF5B5E31,342008,1,1449000,0,0,1575138600000
26DB914BF5B5E31,342003,1,434700,0,0,1633026600000
26DB914BF5B5E31,342008,3,227700,0,0,1633026600000
26DB914BF5B5E31,342008,1,954500,0,0,1609439400000
26DB914BF5B5E31,342003,5,372600,0,0,1633026600000
26DB914BF5B5E31,342003,10,1971100,0,0,1633026600000
26DB914BF5B5E31,342003,1,292100,0,0,1633026600000
26DB914BF5B5E31,342008,0,0,0,0,1622485800000
26DB914BF5B5E31,342008,3,1800900,0,0,1622485800000
26DB914BF5B5E31,342003,1,384100,0,0,1622485800000
26DB914BF5B5E31,342003,3,1209800,0,0,1619807400000
26DB914BF5B5E31,342008,1,310500,0,0,1577817000000
26DB914BF5B5E31,342008,3,821100,0,0,1577817000000
26DB914BF5B5E31,342003,1,165600,0,0,1601490600000
26DB914BF5B5E31,342003,1,1366200,0,0,1625077800000
26DB914BF5B5E31,342003,1,1587000,0,0,1625077800000
26DB914BF5B5E31,342003,2,2467900,0,0,1604169000000
26DB914BF5B5E31,342003,9,2783000,0,0,1638297000000
26DB914BF5B5E31,342003,2,2433400,0,0,1635705000000
26DB914BF5B5E31,342003,5,2725500,0,0,1614537000000
26DB914BF5B5E31,342008,4,1334000,0,0,1598898600000
26DB914BF5B5E31,342003,1,218500,0,0,1633026600000
26DB914BF5B5E31,342008,0,0,0,0,1651343400000
26DB914BF5B5E31,342003,1,1754900,0,0,1604169000000
26DB914BF5B5E31,342003,1,402500,0,0,1619807400000
26DB914BF5B5E31,342008,0,0,0,0,1569868200000
26DB914BF5B5E31,342008,1,2171200,0,0,1567276200000
26DB914BF5B5E31,342008,2,1265000,0,0,1585679400000
26DB914BF5B5E31,342003,1,2401200,0,0,1638297000000
26DB914BF5B5E31,342003,4,3201600,0,0,1619807400000
26DB914BF5B5E31,342008,1,411700,0,0,1588271400000
26DB914FFE829B2,673507,1,1370800,0,0,1627756200000
26DB914FFE829B2,673507,1,676200,0,0,1627756200000
26DB914FFE829B2,673507,1,469200,0,0,1630434600000
26DB914FFE829B2,673507,1,687700,0,0,1643653800000
26DB924016B2787,783135,0,0,0,0,1630434600000
26DB92408EBEE17,636004,1,20697700,0,0,1601490600000
26DB924409B5628,641041,1,772800,0,0,1609439400000
26DB924448A71D0,534002,0,0,0,0,1651343400000
26DB924448A71D0,534002,0,0,0,0,1640975400000
26DB924448A71D0,534002,0,0,0,0,1619807400000
26DB924448A71D0,534002,0,0,0,0,1601490600000
26DB924448A71D0,534002,0,0,0,0,1633026600000
26DB924448A71D0,534002,1,598000,0,0,1635705000000
26DB924448A71D0,534002,0,0,913100,1,1640975400000
26DB924448A71D0,534002,0,0,0,0,1619807400000
26DB924448A71D0,534002,1,715300,0,0,1638297000000
26DB924448A71D0,534002,0,0,0,0,1619807400000
26DB924448A71D0,534002,1,913100,0,0,1640975400000
26DB924448A71D0,534002,0,0,0,0,1601490600000
26DB924448A71D0,534002,0,0,0,0,1619807400000
26DB924448A71D0,534002,1,779700,0,0,1619807400000
26DB924448A71D0,534002,0,0,0,0,1635705000000
26DB924448A71D0,534002,0,0,0,0,1614537000000
26DB92463783375,602001,0,0,0,0,1627756200000
26DB92463783375,602001,2,1676700,0,0,1630434600000
26DB92465D85653,560105,0,0,0,0,1646073000000
26DB92465D85653,560105,1,1239700,0,0,1646073000000
26DB92465D85653,400606,1,2297700,0,0,1656613800000
26DB92465D85653,560105,1,1147700,0,0,1646073000000
26DB92465D85653,400601,1,993600,0,0,1577817000000
26DB92465D85653,560105,1,1138500,0,0,1646073000000
26DB92465D85653,756045,0,0,0,0,1590949800000
26DB92465D85653,756045,1,1570900,0,0,1596220200000
26DB92465D85653,400606,1,448500,0,0,1656613800000
26DB92465D85653,560105,1,664700,0,0,1646073000000
26DB92465D85653,560105,0,0,0,0,1646073000000
26DB92465D85653,756045,0,0,0,0,1596220200000
26DB92465D85653,560105,1,1124700,0,0,1640975400000
26DB92465D85653,400601,1,535900,0,0,1572546600000
26DB92465D85653,560105,1,1239700,0,0,1640975400000
26DB92465D85653,560105,1,1242000,0,0,1635705000000
26DB92465D85653,400601,1,586500,0,0,1575138600000
26DB92465D85653,400601,1,1101700,0,0,1609439400000
26DB92465D85653,560105,0,0,1138500,1,1646073000000
26DB92465D85653,756045,1,1122400,0,0,1590949800000
26DB92465D85653,400601,0,0,0,0,1580495400000
26DB92465D85653,560105,1,664700,0,0,1646073000000
26DB92465D85653,400601,0,0,0,0,1572546600000
26DB92465D85653,756045,1,1005100,0,0,1596220200000
26DB92465D85653,756045,0,0,0,0,1596220200000
26DB9248778D921,736101,1,749800,0,0,1627756200000
26DB9248778D921,736101,0,0,0,0,1575138600000
26DB9248778D921,736101,0,0,0,0,1638297000000
26DB9248778D921,736101,1,618700,0,0,1622485800000
26DB9248778D921,736101,1,37947700,0,0,1596220200000
26DB9248778D921,736101,0,0,0,0,1638297000000
26DB9248778D921,736101,1,3875500,0,0,1575138600000
26DB9248778D921,736101,1,609500,0,0,1622485800000
26DB924CF79DD45,275201,1,673900,0,0,1633026600000
26DB924CF79DD45,275201,1,499100,0,0,1625077800000
26DB924CF79DD45,275201,1,478400,0,0,1651343400000
26DB924CF79DD45,275201,1,434700,0,0,1627756200000
26DB924DE8BCDF3,110013,0,0,0,0,1640975400000
26DB924DE8BCDF3,110013,0,0,0,0,1640975400000
26DB924DE8BCDF3,110013,1,17362700,0,0,1640975400000
26DB924DE8BCDF3,110013,0,0,0,0,1640975400000
26DB924DE8BCDF3,110013,1,17362700,0,0,1640975400000
26DB924DE8BCDF3,110013,1,17362700,0,0,1640975400000
26DB924DE8BCDF3,140603,0,0,0,0,1635705000000
26DB924EBF85635,231307,0,0,0,0,1656613800000
26DB924EBF85635,231307,1,655500,0,0,1630434600000
26DB924EBF85635,231307,1,710700,0,0,1627756200000
26DB924EBF85635,231307,1,807300,0,0,1648751400000
26DB924FA3B0EBD,781366,1,3447700,0,0,1583001000000
26DB93418A8F7D7,221007,1,1483500,0,0,1633026600000
26DB93438C9C4B8,841438,0,0,0,0,1622485800000
26DB93438C9C4B8,841438,0,0,0,0,1619807400000
26DB93458E9708D,247667,1,487600,0,0,1638297000000
26DB9347958B693,575002,1,1239700,0,0,1622485800000
26DB934B188B9FB,460225,0,0,0,0,1633026600000
26DB934B188B9FB,460225,0,0,0,0,1635705000000
26DB934B188B9FB,460225,0,0,0,0,1635705000000
26DB934B188B9FB,460225,0,0,0,0,1635705000000
26DB934B748E14D,522201,1,706100,0,0,1575138600000
26DB934D069FFF4,201102,0,0,0,0,1638297000000
26DB934D069FFF4,201102,0,0,0,0,1617215400000
26DB934D069FFF4,201102,0,0,0,0,1625077800000
26DB934D069FFF4,201003,0,0,0,0,1614537000000
26DB934D069FFF4,201102,0,0,0,0,1633026600000
26DB934D069FFF4,201102,1,391000,0,0,1635705000000
26DB934D069FFF4,201102,0,0,0,0,1625077800000
26DB934D069FFF4,201102,0,0,0,0,1638297000000
26DB934D069FFF4,201102,1,1607700,0,0,1622485800000
26DB934D069FFF4,201102,1,945300,0,0,1635705000000
26DB934D069FFF4,201102,1,837200,0,0,1617215400000
26DB934E9887C53,212305,1,103500,0,0,1646073000000
26DB934E9887C53,212305,1,825700,0,0,1656613800000
26DB934E9887C53,212305,2,616400,0,0,1638297000000
26DB934E9887C53,212305,1,1607700,0,0,1656613800000
26DB934E9887C53,212305,1,515200,0,0,1654021800000
26DB934E9887C53,212305,3,1593900,0,0,1640975400000
26DB934E9887C53,212305,0,0,0,0,1627756200000
26DB934E9887C53,212305,1,975200,0,0,1638297000000
26DB934E9887C53,212305,2,1564000,0,0,1654021800000
26DB94402EBF443,380054,2,6318100,0,0,1580495400000
26DB94402EBF443,380054,3,3309700,0,0,1580495400000
26DB94409295FD5,335801,0,0,0,0,1633026600000
26DB94409295FD5,335801,0,0,0,0,1633026600000
26DB94409295FD5,335801,0,0,0,0,1633026600000
26DB94409295FD5,335801,0,0,0,0,1633026600000
26DB94409295FD5,335801,0,0,0,0,1633026600000
26DB9441F48BA09,171301,0,0,0,0,1635705000000
26DB94425D93589,226021,1,446200,0,0,1575138600000
26DB94425D93589,226021,1,28977700,0,0,1630434600000
26DB94425D93589,226021,1,24837700,0,0,1630434600000
26DB94425D93589,226021,13,1508800,0,0,1614537000000
26DB94425D93589,226021,1,28747700,0,0,1633026600000
26DB94425D93589,226021,1,29897700,0,0,1630434600000
26DB94425D93589,226021,0,0,0,0,1569868200000
26DB94425D93589,226021,0,0,0,0,1638297000000
26DB94425D93589,226021,0,0,0,0,1569868200000
26DB94425D93589,226021,0,0,0,0,1633026600000
26DB94425D93589,226021,1,36222700,0,0,1633026600000
26DB94425D93589,226021,1,26447700,0,0,1638297000000
26DB94425D93589,226021,1,22422700,0,0,1625077800000
26DB944311899F6,201310,1,809600,0,0,1651343400000
26DB944311899F6,800011,1,365700,0,0,1656613800000
26DB9443D29523A,531021,0,0,448500,1,1651343400000
26DB9443D29523A,531021,0,0,0,0,1648751400000
26DB9443D29523A,531033,0,0,0,0,1609439400000
26DB9443D29523A,531021,0,0,0,0,1648751400000
26DB9443D29523A,531021,0,0,0,0,1648751400000
26DB9443D29523A,531021,0,0,296700,1,1648751400000
26DB9443D29523A,531033,0,0,0,0,1609439400000
26DB9443D29523A,531033,0,0,0,0,1609439400000
26DB94456AADB56,445001,1,749800,0,0,1640975400000
26DB9448948BA31,205135,0,0,0,0,1617215400000
26DB9448948BA31,205135,0,0,0,0,1617215400000
26DB94492780FB4,362720,1,1492700,0,0,1633026600000
26DB94492780FB4,362720,0,0,0,0,1635705000000
26DB94492780FB4,362720,2,1002800,0,0,1567276200000
26DB94492780FB4,362720,0,0,1271900,2,1654021800000
26DB94492780FB4,362720,1,457700,0,0,1567276200000
26DB94492780FB4,362720,1,1630700,0,0,1593541800000
26DB94492780FB4,362720,1,779700,0,0,1638297000000
26DB94492780FB4,362720,0,0,0,0,1654021800000
26DB94492780FB4,362720,1,418600,0,0,1627756200000
26DB94492780FB4,362720,1,586500,0,0,1654021800000
26DB9449E397E73,457001,1,1377700,0,0,1633026600000
26DB9449E397E73,457001,0,0,0,0,1640975400000
26DB9449E397E73,457001,1,1016600,0,0,1633026600000
26DB9449E397E73,457001,1,970600,0,0,1640975400000
26DB9449E397E73,457001,1,1193700,0,0,1633026600000
26DB9449E397E73,457001,1,848700,0,0,1648751400000
26DB9449E397E73,457001,1,779700,0,0,1633026600000
26DB9449E397E73,457001,1,779700,0,0,1643653800000
26DB9449E397E73,457001,1,894700,0,0,1643653800000
26DB9449E397E73,457001,0,0,848700,1,1654021800000
26DB9449E397E73,457001,0,0,0,0,1633026600000
26DB9449E397E73,457001,1,894700,0,0,1651343400000
26DB9449E397E73,457001,1,1055700,0,0,1646073000000
26DB944BED9F41A,272182,2,2916400,0,0,1609439400000
26DB944BED9F41A,272182,1,1633000,0,0,1622485800000
26DB944BED9F41A,272182,1,2757700,0,0,1614537000000
26DB944BED9F41A,272182,1,2688700,0,0,1614537000000
26DB944BED9F41A,272182,0,0,0,0,1609439400000
26DB944BED9F41A,272182,1,3870900,0,0,1614537000000
26DB944BED9F41A,272204,0,0,0,0,1619807400000
26DB944BED9F41A,272204,0,0,0,0,1622485800000
26DB944BED9F41A,272182,1,853300,0,0,1617215400000
26DB944C72A7A74,670622,1,25297700,0,0,1596220200000
26DB944C72A7A74,670622,2,593400,0,0,1596220200000
26DB944C72A7A74,560103,1,338100,0,0,1601490600000
